title,rate,cuisine,location,address,street,price_from,price_till,url,description,opening_hours,wifi_available,smoking_area_available,outdoor_seat_available,full_time_available,vip_room_available,reservation_available,parking_area_available,review_11,review_12,review_13
Kopi Teras Teduh,4.0,['Minuman'],Astana Anyar,,"Jl. Kalipah Apo No. 59B, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-teras-teduh-astana-anyar,,"Senin - Kamis (09:30 - 19:30), Jumat - Sabtu (09:30 - 21:00), Minggu Tutup",False,True,False,False,False,False,True,"Tempat ngopi di daerah Kalipah Apo, namanya KOPI TERAS TEDUH @terasteduhid ⁣⁣Disini kalian bisa nikmatin kopi dan non kopi yang harganya mulai dari Rp12.000 sampai Rp28.000. Fav mimin untuk kopi yaitu, Kopi TT Signature Butterscotch, rasanya ngga teralalu manis, gurih dari butterscotchnya, terus wangi juga😋 Affogato, berisi 2 scoop es krim vanilla, shots of espresso, terus atasnya ada premium cocoa, ini cocok banget makannya pas cuaca lagi panas 🌤⁣⁣⁣⁣Untuk non coffee, mimin cobain Teras Teduh Fresh Guava Juice, terdiri dari 95% jambu biji + 5% air, tanpa tambahan gula. Mimin demen banget sama juice yang ngga banyak tambahan dan campurannya, wajib banget dicoba nih! 😋👌⁣✅IG @kulineran_aja","Menemukan hidden gem ditengah kepadatan lalu lintas jalan kalipaapo! Terus masi masa promo juga harga minumannya jadi 10-15ribuan aja untuk yang dingin. Saya coba beberapa menu diantaranya ada es kopi TT yang menggunakan gula aren organik, terus TT signature yang pakai butterscotch, dan juga matcha lattenya. Hmm arennya beda sih sama aren pada umumnya, susah dijelasin tapi beda weh gitu. Matchanya juga cukup pekat jadi enak gituuu... sayang kalau hujan tempat berteduhnya masih on process sih.",None
Morning Glory,3.82,['Kafe'],Sarijadi,"Setrasari Plaza, Blok C2 No. 31","Jl. Prof. Dr. Surya Sumantri No. 120, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/morning-glory-sarijadi,,Senin - Minggu (07:00 - 22:00),True,True,True,False,False,True,True,"pas kesana tempatnya gede bgt cocok buat meeting atau kumpul keluarga dan reuni, makanannya juga rekomen dan harganya worth it","Hari minggu malam saya berkunjung ke Morning Glory Setrasari Mall. Suasananya sudah jauh berubah dari terakhir kali saya datang ke sini. Lebih terang, lebih rapi, dan terkesan lebih bersih.Saya duduk di area outdoor belakang yang memang menjadi area utama seating untuk para customer. Yang masih sama, dari dulu pertama kali saya datang ke Morning Glory itu, suara kipas anginnya (atau exhaust?) yang lumayan kencang. Service dan hospitality di sini menurut saya standar saja, karena tidak begitu banyak juga interaksi dengan waiter maupun baristanya.Makanan yang saya pesan adalah Croque Madame (Individual), 38k++ (before service and tax). Menurut keterangan di menunya, sandwich ini berisi smoked beef, melted cheese, dan egg, serta disajikan dengan kentang goreng.Yang lucunya, melted cheese-nya nowhere to be found. Saya sudah buka sourdough-nya, dan hanya bisa ditemukan 1 lembar smoked beef tipis. Roti sourdough-nya pun menurut saya crust-nya terlalu gosong sampai susah sekali untuk memotongnya dengan pisau.Sebagai salah satu pelopor coffee shop dan roastery di Bandung, tentunya minuman yang wajib dipesan di sini adalah kopinya. Saya memesan Caffe Latte, 19k++, disajikan di gelas picardie, kisaran ukuran 5-6 oz. Tetapi saya kembali kecewa dengan menu satu ini, karena latte-nya terlalu hambar dan creamy, sehingga kopinya tidak begitu terasa. Saya malah merasakan adanya tambahan krimer juga di latte ini (tidak tahu juga apa mungkin rasa susunya memang seperti krimer?).Menu terakhir yang saya pesan merupakan menu yang menurut saya paling memuaskan di kunjungan saya kali ini. Menu tersebut adalah Lychee Mojito, 25k++. Rasa soda, lime, dan daun mint-nya menyegarkan, disajikan dengan 2 buah leci yang juga memuaskan. Overall untuk pengalaman dining kali ini, ada beberapa hal yang tidak memuaskan dan saya harap dapat diperbaiki. Tetapi hal ini lumayan terobati juga dengan suasana Morning Glory yang nyaman; sambil berbincang dengan teman lama.","Lokasinya ada di salah satu ruko di Setrasari Mall, dekat Griya Setrasari.Ada indoor & outdoor seating, outdoor seatingnya luas banget dan seatnya banyak. Suasananya nyaman, bikin betah berlama-lama.Service oke & termasuk cepat.My order:* Bali Sirloin SteakDagingnya empuk, saus mushroomnya agak manis, salad & sauteed veggies nya fresh.* Italian MeatballsRasanya enak & fresh, mungkin tomato saucenya freshly made.* Taro MilkshakeMilky, rasa taronya tipis aja.* Peach Frezze TeaSeger banget, ditambah ada potongan buah peachnya bikin makin fresh."
Chiba Cafe,4.6,['Barat'],Pasir Kaliki,,"Jl. Semar No. 1, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/chiba-cafe-pasir-kaliki,,"Senin - Minggu (11:00 - 14:00, 17:00 - 22:00)",False,True,True,False,True,True,True,"Rasa steaknya pas. Dagingnya matang dan empuk. Rasa dan bumbunya juga pas. Salah satu resto steak yang recommended  di Bandung. 
 Kentang bakar keju juga wajib cobaaaa....",None,None
Point Cafe,3.56,['Kafe'],Ahmad Yani,,"Jl. Jenderal Ahmad Yani No. 269, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/point-cafe-ahmad-yani-2,,Senin - Minggu (10:00 - 21:00),False,False,False,False,False,False,False,"Mampir ke Point Cafe buat ngopi Promo Monday, dan aku pilih yang Hot Mocha. Aku cobain ngopi dengan request pakai cangkir kaca aja. Nah yang aku cobain :- Hot Mocha -> untuk rasanya aku suka sih coklatnya pas manisnya, dengan campuran espresso & latte nya juga okee sih gak enek sama sekali. Dan yang aku suka juga si ukuran cangkirnya gede jadi puas banget ngopi disana.Pelayanannya Baik & Ambiencenya Biasa Aja.","Sebenernya gaada niat sama sekali gue ngopi hari ini, pengennya sih langsung balik tadi dari kantor. Trus as always lah sore2 hujan males banget guee basah mana lagi gapake jas ujan. Daripada gue terobos makin parah lagi basahnya udah aja gue minggir kesini, untung aja lagi ada promo Monday jadinya gaberat2 banget duit gue keluar.Yaps gue pesen Hot Cappuccino dan request pake gelas kaca (12.5K) Untuk rasa yaa mayan sih tapi bijinya pait gitu aja kurang tasty, secara porsi upsize sih emang upsize ya gelasnya emang gede buahahaha.Pelayanan? Bagus Kok ! Tempat? Kurang Euyyy hahaha banyak orang ngeroko disini gacocok sama gue yang benci asap rokok wkwk 🤣Kebersihan ? Gausa ditanya deh kayanta dimana2 point cafe emang gabersih wkwkwk 🤪",Malam ini pulang habis nyari makan gue nyobain ni ngopi monday di Point Cafe daerah Riau (Jl. Ahmad Yani) Gue pesen Ice Coffee Latte Upsize (15k) Less Ice No Sugar. Menurut gue rasa kopinya okee standarnya udah sama kaya point coffee 2x ditempat lainnya. Dia pake double shot espresso + milk gitu sih udah oke lah pokoknya.Kalau dari tempat menurut gue sih lebih better dari yg Karawitan karena selain lebih luas viewnya pun lebih enak aja gitu luas. Dia ada indoor & outdoor jugaa. Tempatnya ya gitu sih gasebersih itu tapi masi better daripada yang karawitan juga wkwk. Rada bingung kenapa setiap point coffee mejanya selalu gabersih LOL.Kalau untuk pelayanannya menurut gue udah bagus & ramah sih disini pokoknya bole la yang mau ngopi disini mah 🥰
Kopi Tarik Ulur,3.67,['Kafe'],Cigadung,,"Jl. Terusan Cigadung No. 6, Cigadung, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-tarik-ulur-cigadung,,"Selasa - Minggu (11:00 - 21:00), Senin Tutup",True,True,True,False,True,True,True,"Setau aku ngga begitu banyak yg jual menu ayam tangkap ini, dan resto ini salah satu fav aku sih. Satu porsi ayamnya 35k (belum termasuk nasi). Dalam 1 porsi ayam tangkap ini ada 3 buah potongan ayam yg ukurannya tidak terlalu besar tapi rasanya mantep banget sih, ayamnya sendiri terasa gurih & goreng dikering. Langkap dengan daun kari & pandan kering, juga serundeng.Dikasih sambal juga, buat aku sih agak pedes ya karena aku memang tidak terlalu bisa makan pedas.Restorannya tidak terlalu besar, ada sekitar 9 table yg masing-masing bisa untuk 4-5 orang. Interiornya terasa tradisional dgn kursi & meja kayu, beberapa hiasan dinding & lampu berwarna kuning.","Tempatnya memang kuranh instagramable bukan di pusat kota Bandung. Tapi Siapa sangka Makanan dan minuman di sini enak2 dengan harga yang terjangkau Kalau teman-teman kesana wajib coba Ayam tangkapnya. Ayamnya empuk, daun karinya melimpah rasa sambalnya enak. Cocok dimakan saat masih hangat.Sedangkan untuk minumannya Saya memesan es sirop markisa dan es sirup timun kerok. Rasa manisnya pas dan segar.","Coffee Shop ini belum lama buka, lokasi nya tidak jauh dari pertigaan Rumah Makan Ampera, Tubagus Ismail. Tempat nya ngak terlalu besar sih, paling cuma muat 20-30 orang lah. Ngak instagram-able, tapi overall nyaman buat hang-out sama temen. Tempat ini menjual aneka minuman dan makanan dengan citarasa khas Aceh. 
 - Es Kopi Susu (18K)
Yang saya suka dari kedai kopi ini, barista nya beneran ngasih coffee-show gitu loh, doi beneran narik-narik kopinya: jadi nama Kopi Tarik dan Klaim khas Aceh nya ngak gimik doang. Kopi nya jadi sedikit berbusa gara-gara ditarik berkali -kali dari ketinggiaan. Rasa juga enak, perbandingan antara kopi dan susunya pas, ngak kemanisan ngak juga kepahitan/keaseman.  
 - Ayam Tangkap (30K)
Porsi ayamnya gede banget, 3 potong daging dihidangkan di piring gede gitu: jadi lebih cocok buat ririungan deh kayaknya. Ayamnya dihidangkan dengan sambel rawit yang diuleg kasar, daun jeruk goreng, cabe hijau goreng dan bumbu serundeng gitu. Disini makenya ayam kampung, walaupun lebih kurus tapi dagingnya lebih empuk. Bumbu serundeng yang digunakan bukan dari tepung/kentang/ubi ya, melainkan pake lengkuas yang di parut. Bumbu nya meresap banget, cita rasa Sumatera nya kuat banget. Bumbu Serundeng nya juga gapelit. Awalnya saya kira daun jeruk dan cabe ijo gorengnya cuma garnish yang kebanyakan gitu, ternyata ketika dimakan barengan bikin enak banget, kayak suapan surgawi. Sambel juga pedas dan segar gitu. Menu ini recomended banget sih 
 - Roti Cane (10K)
Saya sih gaterlalu suka roti cane yang dihidangkan pake kuah martabak gitu, agak kurang menggoda aja. Trus disini ada varian roti cane manis gitu yang pake gula merah bubuk yang ternyata enak pake banget. Roti cane nya agak krispi gitu, ngak oily kayak cane kebanyakan. Trus gula merahnya juga ga pelit. Simple tapi enak!"
Kopi Janji Jiwa,3.8,['Minuman'],Pasir Kaliki,"Istana Plaza, Lantai 1","Jl. Pasir Kaliki No. 121 - 123, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-janji-jiwa-pasir-kaliki-2,,Senin - Minggu (10:00 - 22:00),False,False,False,False,False,False,True,"Yaps kali ini ngopi Janjiw nih guys, aku order via online dan memilih menu ""Ice Caffé Latte"".Overall rasa beans flat bold aja bodynya, bukan typically yang fruity namun lebih ke strong. Rasa espresso oke aja dengan paduan latte nya, cuman untuk ukuran ice nya sih over buat aku ya gabegitu balance dengan espresso + latte nya.","Tempatnya di foodcourt lantai 3, sebelahan sama Shihlin. Keseluruhan IP emang udah kosong banget, tinggal berapa gerai yang bisa di hitung jari jadi bener2 lowong banget.Nyoba yang Sweet Hazelnut Matcha, creamy dengan ke authentic-an paitnya matcha yang berasa, kalo salah satu signature mereka yang Kopi Susu rasa susunya ada, tapi lebih dominan di rasa kopi dengan tekstur yang lebih light.","Persis di depan Kopi Janji Jiwa ini, ada kedai kopi sejenis yang menyediakan tempat duduk buat nongkrong..meanwhile Janji Jiwa hanya sedia dua bangku untuk nunggu kopi pick up, jadi tampak sepi. Soal rasa as usual enak dan segar apalagi untuk nahan kantuk siang hari, cocok banget. Aku juga beli es soerum regal as usual. Service ramah banget, lumayan sigap juga."
Cafe & Resto Ethnic,4.6,['Kafe'],Ciumbuleuit,,"Jl. Punclut, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cafe-dan-resto-ethnic-ciumbuleuit,,Senin - Minggu (13:00 - 02:00),True,True,False,False,False,False,True,Waroeng Ethnic tuh terkenal makanannya enak2… dan ini salah satu the best rawon di bandung.. pecinta rawon wajib mampir kesini.. cuma baru kali ini pesen sop buntutnya… jujur B Aja… dah gt pesennya kan sop buntut goreng.. kuahnya dipisah dong.. baru liat bagian kuahnya tuh poloss cuma dikasi bawang..tanpa tomat wortel gituann.. jadi kurang gimana gt..,None,None
Masalalu,4.16,['Kafe'],Setiabudhi,,"Jl. Cipaku Indah X No. 14, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/masalalu-setiabudhi,,Senin - Minggu (11:00 - 22:00),True,True,True,False,False,True,True,"Ini cafe ambiencenya dapet banget 🍂Areanya luas dan banyak sudut untuk hunting foto aesthetic.Makanan yang dipesan :🍟 kentang goreng 23kKentang gorengny cukup banyak untuk harga segini🍴 cemilan cepuluh 35kMenu ini isinya kentang dan sosis yang dibalut mozarella🍗 chicken mushroom 45kdari menu yang dipesan ini paling enak (menurut aku dan teman-teman).🐟 fish n chips 45kdaging ikannya lembut, enak 🥛langit biru 26kini dari varian susunya, menurutku kopinya kurang manis dan lebih terasa susu murninya☕es kopi masalalukopinya enak, creamy 🥤soda gembiraseperti fanta susu dan sangat manisHarga makanan sudah termasuk pajak.","Masalalu ini memang cabangnya banyak, dan aku udah pernah mampir di cabang pertamanya di Duren Sawit. @masalaluofficial yang di Bandung ini emang cantik banget viewnya, pas banget aku ada kerjaan di Bandung dan akhirnya bisa mampir. Pas ngeliat langsung ternyata agak nyesel, karena kenapa ga kesini dari dulu🥹🥹Letaknya itu ada di daerah Setiabudi, agak masuk ke dalam perumahan tapi aman asal ikutin google maps aja. Karena letaknya agak masuk jadinya tenang dan ga bising, viewnya pun bagus karena ada di atas. Bangunan ini satu rumah besar yang dijadikan coffee shop, ada banyak area dari indoor sampai outdoornya, total ada 2 lantai dengan fasilitas yang lengkap juga + ada mushola. Bagian outdoornya tentu jadi highlight disini, ditambah kursi nyender iconic Masalalu pastinya jadi makin betah. Udara disini juga mendukung ademnya. Kalau makanan dan minuman hampir sama, minuman favorit aku masih langit biru sampai sekarang hihi. Kalau lapar juga ga perlu khawatir, karena ada banyak pilihan makanan ringan sampai berat kok.","Salah satu tempat nongkrong di Bandung yang jomy banget. Letaknya ada di daerah Cipaku. Cuman sempet disasarin sama google maps apalagi malem-malem nggak terlihat. Areanya berada di perkomplekan gitu. Bangunan tempatnya emang bekas rumah. Areanya terdiri dari 3 lantai. Tapi aku nggak lihat sampai lantai atas. Sepi. Jadi asa serem kalau malam. Aku pesen susu vanila. Penyajiannya menggunakan cup untuk kopi instant. Aku nggak terlalu suka ya cara penyajiannya. Yah mungkin setidaknya ada otentik yang menandakan intu ciri khas dari Masalalu. Jika dari tempat, tempatnya enak buat santai dan ngobrol. Kalau mau nugas juga enak. Tersedia outdoor dan indoor."
The Parlor,3.96,['Kafe'],Dago Atas,,"Jl. Rancakendal Luhur No. 9, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-parlor-dago-atas,,"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (09:00 - 22:00)",True,True,True,False,True,True,True,"The parlor ini didesain buat keluarga yang punya anak2 kecil, mainannya banyak. Datang malem sih ya jadi udah sepi, tapi ada live musicnya, yang nyanyi suaranya enak. Makanan agak biasa aja, tapi harga buat lokasi dago atas masih terjangkau kecuali minumannya","Buat kalian yang mau ngadem sambil makan, tempat ini cocok banget buat kumpul bareng rombongan, bareng keluarga ataupun bareng pasangan karena disini tempatnya luas banget coy.inituh tempatnya ada di daerah dago atas, jadi udah pasti sejuk dan view nya bagus. pas kalian masuk, pasti ada petugas yang ngarahin tempat parkirnya, nah kalau udah parkir langsung naik lift aja ke lt. 2 kalo mau ke caffe nya, ke lt. 3 kalo mau ke wahananya ya.disini banyak minuman yang manis dan lucu-lucu gitu.untuk makanannya menurut aku xoxo lah 8/10.","Sudah lama banget nggak ke tempat ini, dulu awal-awal ke tempat ini pas awal opening jadi udah lama banget. Jadi udah banyak yang berubah. Aku pesen hotplate beefslice with kailan krispy dengan ongbak sauce.Menurutku rasanya asin semua. Ada telur goreng, beef slice sampai ke kailan asin dan kering. Saus ongbaknya rasanya mirip seperti sayur asem.Sekarang the parlor bisa untuk outdoor activity seperti gocart, flying fox dengan harga 50.000 kalau weekeday"
Sunday Coffee,4.0,['Kafe'],Sarijadi,"Setrasari Plaza, Blok B1 No. 12","Jl. Prof. Dr. Surya Sumantri No. 120, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sunday-coffee-sarijadi,,Senin - Minggu (07:00 - 20:00),True,True,True,False,False,False,True,"Kemarin nyoba untuk ngopi disini sambil ketemu temen lama, nyoba ice coffee sundaynya (18k). Kopinya balance antara creaminess dan kopinya, gula arennya berasa juga. Untuk harga 18 ribu, ini salah satu kopi yg menurutku enak banget. Pas kesana lagi lumayan rame sama anak2 kuliah, karena tempatnya ga begitu besar jadi spacenya agak limited.",Pas kesini ga nyangka bgt ternyata tempatnya itu di ruko gitu. tapi tetep nyaman kok. walaupun ga terlalu besar tapi enaaak. penempatan kurai dan mejanya ngebuat berasa luas gitu. enak lah buat nongkrong atau nugas. Kopinya juga enaaak creamy gitu dan yang jelas harganya terjangkau banget. boleh lah dicoba,"Pesen es kopi susu, croissant dan bolen. Es kopi susu harganya 18K, croissant 19K, bolen 10K. Croissantnya biasa aja. Es kopi susunya lumayan. Creamy gitu. Bolennya agak mahal ya 10 rb. Selamat mencoba!"
Cascara Coffee,3.97,['Kafe'],Dago Atas,,"Jl. Sekejolang (Pertigaan Tebing Keraton), Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cascara-coffee-dago-atas,,"Senin - Kamis (08:45 - 22:00), Jumat - Minggu (08:45 - 23:00)",True,True,True,False,False,True,True,Tempatnya tepat di pintu masuk tebing keraton. Tempatnya luas. Ada indoor maupun outdoor. Tapi 90%nya adalah outdoor. Di tempat ini bisa menikmati hamparan Kota Bandung di bawah sana. Suasananya alami banget. Sepanjang aku di sini ditemani suara jangkrik. AKu pesen minuman aja. Cascara Mint dan Vietnam Drip. Dua minuman yang cukup untuk menemani nongkrongku kali ini,"Pas nyampe sih kirain tempatnya kecil. Pas masuk woww gede banget, ada 3 tingkat. Viewnya itu lho kece abizz. Aku pesen Hot Cappucinno. Rasa paitnya pas dan kental","Tempat nya agak jauh sih ampir mau ke arah tebing keraton tp pas mau sampe kesini aakkk semua terbayar sama view nya jg tempatnya yg nyaman. Tempat nya banyak spot foto yg instagramable bgt deh. Gw pesen Hot Cappuccino krena lg pas nih sama suasana nya sore2 sambil liat view kota Bandung. Cappuccino nya enak , espresso nya kerasa , gurih susu nya ada cucok pokoknya. Harga nya juga disini ga bikin kantong jebol juga pelayanannya yg ramah juga cepet"
J.CO Reserve,4.03,['Kafe'],Merdeka,,"Jl. Merdeka No. 54, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/j-co-reserve-merdeka,,Senin - Minggu (10:00 - 22:00),True,False,False,False,False,True,True,"kesini lagi ajaaa. serius deh ini masuk jadi tempat favoritku hahahah slalu suka suasananya di jco merdeka tu, apalagi kalau duduknya udah di samping jendela yang ngadep ke jalan.. enaaak bgt. kali ini ngga beli donat, ngga beli si glazy my fav akakak sebenernya pingin chocolate tapi ditawarin sama mbaknya karena lagi ada promo bundling sama makanan lainnya (lupa namanya) tapi ternyata pas dicicip aku kurang sukaaa, berhubung masih pingin ngemil jadi nambah beli french fries sama jco waternya karena jujur coklatnya giung banget wkwk nyesel ngga beli yang biasanya aja hahah 😭•chocolate & makanan (idr: 70k)•french fries (idr: 30k)•jco water (idr: 10k)","Jadi, enaknya disini tuh bisa nongki sambil mandang jalan raya di daerah merdeka, kalo menurutku sih cozy bgt, sekalian bisa ngadem atau me time juga cocok bgt nih. Bisa buat nongki brg2 atau sendirian jg ga masalah. Dari segi tempat dan pelayanan jg oke bgt, dan disuguhi view jalanan kalo kita milih tempat duduk dekat jendela✨Untuk harganya menurutku standar ya, tp emg kurang cocok utk kantong mahasiswa, tp its oke, asal jgn sering2 aja nongki disini, kecuali dana nya terpenuhi😁Jadiii, worth it to try nongki disini yaa, atau sambil nugas dan kumpul2 ria sama temen jg bolehh🙌🏻","J.Co yang ini terlihat mempunyai nama atau lambang yang berbeda dibanding J.Co biasa, hingga aku pun sebenarnya penasaran sejak lama dan akhirnya berkesempatan mengunjunginya sore ini       Oke, jadi sebenarnya J.CO Reserve ini aslinya adalah sebuah kasir dan tenant lain dalam sebuah ruangan yang juga terdiri atas J.CO biasa dan Mako Bakery. Jadi kalau mau pesan donat J.CO biasa di sini masih bisa.       J.CO Reserve ini punya menu sendiri yang mirip dengan J.CO biasa tapi sedikit dibedakan. Seperti misalkan Donatnya yang lebih variatif, dengan rata-rata berbentuk lebih tebal dan terdiri dari 2 variasi rasa. Seperti contohnya yg aku pesan adalah yg cokelat pisang. Sebelum disajikan kayaknya dipanasin dulu, karena selainya lebih cair dan adonannya sedikit hangat. Secara umum sih rasanya enak        Untuk Green Tea meskipun tulisannya ""Green Tea Latte"" tapi penyajiannya adalah penyajian ala ""Frappe"". Sehingga rasanya tidak terlalu merata, dan tidak terlalu ""cair"" dan butuh sedotan dengan lubang yang agak gede. Meskipun begitu untungnya Frappenya tidak tergolong frappe yang parah bin ga enak tapi bisa dibilang tergolong frappe yang enak. Cocok buat yang pengen segar2.       Sementara untuk tempatnya sebenarnya agak berbeda tapi nggak jauh beda dengan J.CO biasa. Kursinya rendah namun lebih punya fasilitas buka laptop dibanding J.CO biasa. Sisanya sama.       Overall, worth it? Kenaikan harga yang ada menurutku sangat sepadan dengan apa yang didapatkan. Tidak menyesal mencoba tempat ini, karena tempat ini ternyata sangat pantas dicoba. Jadi, selamat mencoba!"
Flourish,3.94,['Kafe'],Sarijadi,,"Jl. Prof. Dr. Sutami No. 58, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/flourish-sarijadi,,Senin - Minggu (09:00 - 18:00),True,True,True,False,False,True,True,"Cobain cafe ini karena penasaran dan sekalian nongkrong juga, tempatnya cukup nyaman ya dan pelayanannya pun oke, untuk soal rasa makanan dan minumannya aku pesen nachos dan banana coffee. Untuk minumannya terlalu strong kopinya tapi masih kerasa banana nya dan nachos nya lumayan banyak rasanya enak dan dagingnya pun banyak jadi tidak terlalu mengecewakan","Mampir ke cafe aestetic didaerah Sutami. Untuk tempatnya ada area indoor cocok buat kamu yang lagi WFO,  nongki, dan bisa adain acara juga loh.  Area outdoornya sih fav cijen karna dikelilingi sama tanaman jadi sejuk dan cocok banget buat foto ootd. Dijamin betah nongki lama disini. Menu yang cijen cobain :1. Enchilada with Mexican Rice Chicken,  isiannya ada kacang merah dan juga suwiran ayam diatasnya dikasih saus bolognaise. Buat pecinta makanan mexico atau makanan khas timur wajib coba2. Nachos skillet,  ini sih fav cijen nachosnya krispy dan isiannya melimpah. 🥰🥰3. Quesadilla,  sekilas mirip pizza versi tipis hihi.  Isiannya ada bawang bombay, paprika, potongan ayam dan paling nikmat dicocol kesausnya. Ga bisa bikin berenti 🥰🥰4. Golden sunset, pas liat pertama kali cantik banget pas dicoba rasanya manis asam. Cocok banget diminum pas siang². Ini fav cijen🥰🥰5. Carribean passion,manis seger dan kerasa banget buah markisanya.  Fav cijen. 🥰6. Dates made in heaven,  buat kamu pecinta kopi wajib banget cobain menu yang satu ini.  Untuk kopinya strong dan creamy.","I visited this place with my friends for hang out. The place is cozy and homey even though it was small. There is also an outdoor space if you want to eat outside. Love the interior inside the cafe. Because i already ate before i went to here, i ordered the rainbow bagel with cream cheese and Citrus burst meanwhile my friend ordered a lavender drink. The bagel was okay but agak keras sedikit sih. My drink was okay too since it was just a lemon and soda drink. I really interested with the lavender drink that my friend ordered. Yg lavender itu rasanya kaya ada herbal-herbal gitu, it was very good actually. For the next time, i think i’m going to order the lavender one."
Kedai Teko x Kozi Coffee,4.12,['Kafe'],Riau,,"Jl. Bengawan No. 77, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kedai-teko-x-kozi-coffee-riau,,Senin - Minggu (07:00 - 21:00),True,True,True,False,False,True,True,"Dateng sendiri, karena mepet buka puasa. Aku sendiri udah langganan sama Kozi dari 2020. Super recommend Kold BrownUntuk buka ini, aku nekat belinya Nasi Goreng Ijo & SB Killer (perut kawat besi I guess). Nasgor ijonya ternyata agak pedes, tapi enak...Aku juga udah pernah bawa ortu & mereka suka Bubur Manado-nya. Tapi kurang rekomen ya buat keluarga soalnya Kozi dimana-mana semuanya hampir ga ada area no smoking & cabangnya suka milih yang tempatnya nyempil","Jalan kaki pagi-pagi di sekitaran jalan bengawan, ngga sengaja nemu kedai teko x kozi coffee ini karena di depannya lagi ada sunday market jualan quilt.Masuk ke dalam eh ternyata nyaman juga tempatnya, malahan saya dan teman pilih duduk di taman belakang yang beneran asyik buat santai.Tertarik sama bubur menado-nya yang pakai beras merah, omaigad ini enak banget. Isian sayurannya banyak dan ikan cakalangnya dibumbui pedas, dilengkapi sambal tomat iris segar.Tahu Cabe Garam juga renyah dan pedas, enak dan cocok dinikmati bareng semua minuman yang kami pesan, terutama lychee tea dan blue lychee.Kopinya enak banget, kalo ngga salah nama menunya Triple C, cold creamy capuccinno yang bold sekaligus creamy, cocok banget sama udara bandung yang sejuk meskipun di musim kemarau.","Jujur ku tak terlalu mengerti kopi, tapi americano nya aman di lambungku. Jadi, kuanggap oke. Untuk harga yaa 20an untuk americano.Cocok untuk kamu yang bosen dengan kafe nuansa krikil dan coran semen. Minusnya yaa gak luas aja, tapi kesannya homey gitu. Wc juga bersih.Catatan: parkiran kecil, ngambil depan kafe banget cukup buat motor. Kalo mobil yaa disesuaikan aja karena disini kan jalan bangsawan yang gak lebar jalannya dan cukup ramai kendaraan."
Kopte Kopi & Teh,3.9,['Minuman'],Sarijadi,"Setrasari Plaza, Blok C No. 43","Jl. Prof. Dr. Surya Sumantri No. 120, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopte-kopi-dan-teh-sarijadi,,,False,False,False,False,False,False,True,"Mencoba brand baru di Bandung yang ternyata masih segrup sama Dumdum. Sedikit melipir ke negara tetangga Thailand nih yaitu Malaysia karena jualan utamanya kopi tarik dan kopi teh. Iya jadi ada kopi dicampur teh dicampur susu juga. Yuanyang kalau ga salah nama femesnya. Well overall dari yang saya coba sih rasa minumannya enak, agak kemanisan tapi kalau diminum setelah beberapa es mencair jadi pas sih. Rasa kopi atau tehnya juga kuat. Suka banget! Harganya juga dibawah dumdum. Wajib dicoba.","Ini brand terbarunya dum2 group, tapi dengan konsep old style. Posisinya ruko2 deket pintu keluar setrasari mall, tenant depan banget Old Bike & g jauh dari Morning Glory.Specialsasi based kopi & teh tarik jadi aq nyoba signature-nya mereka yang Kopi Tarik & Teh Tarik, cuman 12k-an aja satunya kalo mau topping cincau cuman nambah 2k, harganya asli murmer banget tapi g yang murahan juga rasanya, manisnya pas dan rasa2 kopi & teh-nya kerasa banget, topping cincauya juga lembut & bikin ada sensasi rasa sendiri.",None
